content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,tokens,clean_text,polarity_clean,sentiment_clean
"Tolong bisa update dan improve lebih bagus lagi, sekelas Indomaret/Alfamart aja di aplikasinya sudah ada self service atau pickup service. Ini tolong sekelas retail besar kayak Superindo bisa ikut kasih pilihan customer untuk pickup barangnya. jadi kami gak buang waktu untuk keliling store dulu dan datang bisa tinggal ambil barangnya aja, pelayannya tolong lebih ditingkatkan ya.",1,0.0,0.0,Negative,"['tolong', 'improve', 'bagus', 'kelas', 'indomaret', 'alfamart', 'aplikasi', 'self', 'service', 'pickup', 'service', 'tolong', 'kelas', 'retail', 'kayak', 'kasih', 'pilih', 'customer', 'pickup', 'barang', 'buang', 'keliling', 'store', 'tinggal', 'ambil', 'barang', 'layan', 'tolong', 'tingkat']",tolong improve kelas indomaret alfamart aplikasi service pickup service tolong kelas retail kayak kasih pilih customer pickup buang keliling store tinggal ambil tolong tingkat,0.0,Neutral
senang bersama My Super Indo terimah kasih,3,0.3333333333333333,0.6666666666666666,Neutral,"['senang', 'my', 'super', 'indo', 'terimah', 'kasih']",senang my indo kasih,0.0,Neutral
banyak promo,5,0.0,0.0,Positive,['promo'],,0.0,Neutral
"abis diupdate, launch appnya makin lama 😩",3,0.0,0.0,Neutral,"['abis', 'diupdate', 'launch', 'appnya']",abis diupdate launch appnya,0.0,Neutral
"tempat belanja favorit, murah Deket rumah",5,0.0,0.0,Positive,"['belanja', 'favorit', 'murah', 'deket', 'rumah']",favorit murah deket rumah,0.0,Neutral
di Adain sistem pembayaran cod nya ya admin kadang saldo kosong adanya uang cash terimakasih,5,0.0,0.0,Positive,"['adain', 'sistem', 'bayar', 'cod', 'admin', 'kadang', 'saldo', 'kosong', 'uang', 'cash', 'terimakasih']",adain sistem bayar cod admin kadang saldo kosong uang cash terimakasih,0.0,Neutral
"ini kenapa dah superindo, diupdate malah ga bisa dibuka, ga jelas bangettt",1,0.0,0.0,Negative,"['dah', 'diupdate', 'buka', 'bangettt']",dah diupdate bangettt,0.0,Neutral
bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
selalu nunggu promo setiap bulan yg 50% ..jgn bnyak update apl kurangin iklannya menggagngu,4,0.0,0.0,Positive,"['nunggu', 'promo', 'jgn', 'bnyak', 'apl', 'rangin', 'iklan', 'menggagngu']",nunggu jgn bnyak apl iklan,0.0,Neutral
aplikasi apa Aan ini gak bisa dipake,1,0.0,0.0,Negative,"['aan', 'dipake']",dipake,0.0,Neutral
🌟🌟🌟🌟🌟,5,0.0,0.0,Positive,[],,0.0,Neutral
aneh apknya. gak banget tiap cari produk yang mau di beli ga ada semua,1,0.0,0.0,Negative,"['aneh', 'apknya', 'banget', 'cari', 'produk', 'beli']",aneh apknya cari produk beli,0.0,Neutral
ini aplikasinya kenapa ya? klik menu ga muncul produknya. padahal mau beli lewat online tapi ga muncul produknya,1,0.0,0.0,Negative,"['aplikasi', 'klik', 'menu', 'muncul', 'produk', 'beli', 'online', 'muncul', 'produk']",aplikasi klik menu muncul produk beli online muncul produk,0.0,Neutral
"sedih dehhh, knp stiap udh pilih product step berikutnya tggl pilih pengiriman,, sllu muncul tulisan muat data.. udh sebulan ini bgitu truus 🥹 tolong dibantu biar memudahkan yg ingin DO",3,0.0,0.0,Neutral,"['sedih', 'dehhh', 'knp', 'stiap', 'pilih', 'product', 'step', 'tggl', 'pilih', 'kirim', 'sllu', 'muncul', 'tulis', 'muat', 'data', 'bulan', 'bgitu', 'truus', 'tolong', 'bantu', 'biar', 'mudah', 'do']",sedih dehhh knp stiap pilih product pilih kirim sllu muncul tulis muat data bulan tolong bantu biar mudah do,0.0,Neutral
kok ga bisa dibuka ya?,5,0.0,0.0,Positive,['buka'],,0.0,Neutral
ngapain aplikasinya dibikin sih kalo gabisa pesen cepet scr online? nunggunya harus ber jam jam loh.,1,0.0,0.0,Negative,"['ngapain', 'aplikasi', 'bikin', 'gabisa', 'sen', 'cepet', 'scr', 'online', 'nunggunya', 'ber', 'jam', 'jam', 'loh']",ngapain aplikasi bikin gabisa sen cepet scr online ber jam jam loh,0.0,Neutral
seru,5,0.0,0.0,Positive,['seru'],seru,0.0,Neutral
"apa di kota malang tidak bisa belanja online ya? karena setiap mau ke halaman pembayaran selalu gagal, dan notifnya city not supported",2,0.0,0.0,Negative,"['kota', 'malang', 'belanja', 'online', 'halaman', 'bayar', 'gagal', 'notifnya', 'city', 'not', 'supported']",kota malang online halaman bayar gagal notifnya city not supported,0.0,Neutral
"kejadian berawal saat sy hendak mengambil belanjaan di SUPERINDO UJUNG ASPAL Bekasi,sy minta tolong sama security yg bernama pak sudra untuk mengangkat belanjaan berdua bersama sy karena berat tapi dijawabtdk mau,,,lalu saya jawab sy batalkan dan dijawab oleh security tsb batalkan saja dengan sombongnya,,,akhirnya sy minta tlg security yg lain langsung dibantu untuk mengangkat belanjaan tsb...sy mohon dengan sangat kepada management Superindo untuk membina security yg sombong layak seorang owner",1,0.0,0.0,Negative,"['jadi', 'ambil', 'belanja', 'ujung', 'aspal', 'bekas', 'tolong', 'security', 'nama', 'sudra', 'angkat', 'belanja', 'dua', 'berat', 'dijawabtdk', 'batal', 'security', 'tsb', 'batal', 'sombong', 'tlg', 'security', 'langsung', 'bantu', 'angkat', 'belanja', 'tsb', 'mohon', 'management', 'bina', 'security', 'sombong', 'layak', 'owner']",jadi ambil ujung bekas tolong security nama angkat dua berat batal security tsb batal sombong tlg security langsung bantu angkat tsb mohon security sombong layak,0.0,Neutral
ribet masuk akunnya susah,2,0.0,0.0,Negative,"['ribet', 'masuk', 'akun', 'susah']",ribet masuk akun susah,0.0,Neutral
sekelas supeindo.aplikasinya jelek banget.muter2 lama kalo d buka.udah bisa masuk Mlah keluar sendiri.payah,1,0.0,0.0,Negative,"['kelas', 'supeindo', 'aplikasi', 'jelek', 'banget', 'muter', 'd', 'buka', 'udah', 'masuk', 'mlah', 'payah']",kelas aplikasi jelek muter d udah masuk mlah payah,0.0,Neutral
"giliran udh bikin akun trus pesen dan mau bayar malah tulisannya, kota gak support. pdhl deket jg. buang2 waktu aja. aneh gjls",1,0.0,0.0,Negative,"['gilir', 'bikin', 'akun', 'trus', 'sen', 'bayar', 'tulis', 'kota', 'support', 'pdhl', 'deket', 'buang', 'aneh', 'gjls']",gilir bikin akun trus sen bayar tulis kota support pdhl deket buang aneh,0.0,Neutral
"kenapa appl my super indo punya saya ada ""mencari toko terdekat"", ya??? 😔🥲🥲🥲🥲",4,0.3333333333333333,0.6666666666666666,Positive,"['appl', 'my', 'super', 'indo', 'cari', 'toko', 'dekat']",my indo cari toko dekat,0.0,Neutral
tolong di perbaiki mau cekout ga bisa,4,0.0,0.0,Positive,"['tolong', 'baik', 'cekout']",tolong baik,0.0,Neutral
"mencari toko terdekat terus ,,lama jadi gk bisa di buka app nya ,,,,😔",3,0.0,0.0,Neutral,"['cari', 'toko', 'dekat', 'buka']",cari toko dekat,0.0,Neutral
pelayanan baik,5,0.0,0.0,Positive,['layan'],,0.0,Neutral
top bngt,5,0.5,0.5,Positive,"['top', 'bngt']",top bngt,0.5,Positive
Aplikasi error layar full item doang udah di refresh di uninstall install berkali kali kaga jelas sakjiw,1,0.35,0.55,Negative,"['error', 'layar', 'full', 'item', 'doang', 'udah', 'refresh', 'uninstall', 'install', 'kali', 'kali', 'kaga', 'sakjiw']",error layar full item doang udah refresh uninstall install kali kali kaga,0.35,Positive
digital stickernya ilang semua jadi 0 setelah update aplikasi😞,2,0.0,0.0,Negative,"['digital', 'stickernya', 'ilang']",digital stickernya ilang,0.0,Neutral
"udah bayar kok sistem masih sebut menunggu, mana transfer balik lama!!!!",1,0.0,0.0,Negative,"['udah', 'bayar', 'sistem', 'tunggu', 'transfer']",udah bayar sistem tunggu transfer,0.0,Neutral
"aplikasi nya gabisa di buka, cuman layar putih aja. apaan lah nyesel download.",1,0.0,0.0,Negative,"['gabisa', 'buka', 'cuman', 'layar', 'putih', 'nyesel', 'download']",gabisa cuman layar putih nyesel download,0.0,Neutral
"Aplikasi aneh, pesen online katanya city not supported. pdhl di semarang kota. dan cabang yg online ada 8. uninstall",1,0.0,0.0,Negative,"['aneh', 'sen', 'online', 'city', 'not', 'supported', 'pdhl', 'semarang', 'kota', 'cabang', 'online', 'uninstall']",aneh sen online city not supported pdhl semarang kota cabang online uninstall,0.0,Neutral
tiap mau co ga bisa alasan kota tidak di temukan padahal gw di kota bogor,1,0.0,0.0,Negative,"['co', 'alas', 'kota', 'temu', 'gw', 'kota', 'bogor']",co alas kota temu gw kota bogor,-0.4,Negative
"super indo bagus, kondusif, dg segala macam bahan dan makanan yang dibutuhkan.",5,0.3333333333333333,0.6666666666666666,Positive,"['super', 'indo', 'bagus', 'kondusif', 'dg', 'bahan', 'makan', 'butuh']",indo dg bahan makan butuh,0.0,Neutral
"update terus aplikasinya k,lama di buka,sudah di update malah tidak bisa di buka,tolong di perbaiki sistem nya, terimakasih",4,0.0,0.0,Positive,"['aplikasi', 'k', 'buka', 'buka', 'tolong', 'baik', 'sistem', 'terimakasih']",aplikasi k tolong baik sistem terimakasih,0.0,Neutral
bagus sekali,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Bikin susah aja di update model apa ini.... Sumpah gw delete,1,0.0,0.0,Negative,"['bikin', 'susah', 'model', 'sumpah', 'gw', 'delete']",bikin susah model sumpah gw delete,0.0,Neutral
Pokoknya OK,4,0.5,0.5,Positive,"['pokok', 'ok']",pokok,0.0,Neutral
ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
"saya ga suka dengan ketidakjujuran pegawainya dah ditulis ikan harga diskon malah tetap dihargain normal, sekarang juga harga lbh mahal dari lotte grosir, padahal saya pelanggan setia belasan tahun, stiap bulan 6-8jt belanja, kecewa banget",2,0.15,0.6499999999999999,Negative,"['suka', 'ketidakjujuran', 'pegawai', 'dah', 'tulis', 'ikan', 'harga', 'diskon', 'dihargain', 'normal', 'harga', 'lbh', 'mahal', 'lotte', 'grosir', 'langgan', 'setia', 'bas', 'stiap', 'jt', 'belanja', 'kecewa', 'banget']",suka pegawai dah tulis ikan diskon normal lbh mahal langgan setia stiap kecewa,0.15,Positive
pertama kali beli online kecewa karena telat ngajuin refund. ga ngeh kalau ada barang yg ga ada. Terus punya sticker ga bisa di tuker karena barangnya habis dimana2. apa gunanya diperpanjang?,1,0.0,0.0,Negative,"['kali', 'beli', 'online', 'kecewa', 'telat', 'ngajuin', 'refund', 'ngeh', 'barang', 'sticker', 'tuker', 'barang', 'habis', 'mana', 'guna', 'panjang']",kali beli online kecewa telat refund sticker tuker habis mana guna panjang,0.0,Neutral
mau mesen tapi aplikasi error mulu,1,0.0,0.0,Negative,"['mesen', 'error', 'mulu']",error mulu,0.0,Neutral
sangat bermanfaat,5,0.0,0.0,Positive,['manfaat'],manfaat,0.0,Neutral
selalu puas belanja di my superindo,5,0.0,0.0,Positive,"['puas', 'belanja', 'my']",puas my,0.0,Neutral
untuk layanan pengambilan dalam bentuk karton smoga lebih cepat ya supaya gk nunggu lama,5,0.0,0.0,Positive,"['layan', 'ambil', 'bentuk', 'karton', 'smoga', 'cepat', 'nunggu']",ambil bentuk smoga cepat nunggu,0.0,Neutral
sangat bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
memuaskan,5,0.0,0.0,Positive,['muas'],muas,0.0,Neutral
"Kurang bijak mengadakan promo. ada perpanjangan waktu untuk tukar poin tp sejak 28/1, uda muter ke 4 superindo di DIY, pada bilang pisau kosong. Kalaupun ada, yg ada hanya yg 60 poin. Lebih baik daripada perpanjang masa penukaran tp BOHONG (barang gak ada) mending nukar online (spt thn lalu promo panci).",1,0.0,0.0,Negative,"['bijak', 'ada', 'promo', 'panjang', 'tukar', 'poin', 'uda', 'muter', 'diy', 'bilang', 'pisau', 'kosong', 'poin', 'panjang', 'tukar', 'bohong', 'barang', 'mending', 'nukar', 'online', 'spt', 'thn', 'promo', 'panci']",bijak ada panjang tukar poin uda muter bilang pisau kosong poin panjang tukar bohong mending online spt thn panci,0.0,Neutral
Belum pernah beli online tapi seneng karena suka dpt promo. Apalagi daging yg fresh,5,0.3,0.5,Positive,"['beli', 'online', 'neng', 'suka', 'dpt', 'promo', 'daging', 'fresh']",beli online neng suka dpt daging fresh,0.3,Positive
"sdh lama apliasi tdk bs digunakan buat belanja online, munculnya kota tidak mendukung. padahal dulu bisa skrg tidak bs dgn alasan yg aneh, superindo cibubur jaraknya hanya 2km dr rmh. sdh install ulang berkali2 msh sama tdk bs dipake belanja online skrg",1,0.0,0.0,Negative,"['apliasi', 'belanja', 'online', 'muncul', 'kota', 'dukung', 'skrg', 'alas', 'aneh', 'cibubur', 'jarak', 'km', 'dr', 'rmh', 'install', 'ulang', 'kali', 'dipake', 'belanja', 'online', 'skrg']",online muncul kota dukung skrg alas aneh cibubur jarak km dr rmh install ulang kali dipake online skrg,-0.4,Negative
"mau tukar stiker 25 pcs tpi stok gunting habis semua, jadi utk apa kumpulin stiker ini klo gak bisa di tukar,, disuruh tukar yg lain + nambah uang 😭 marketing nya payah",2,0.0,0.0,Negative,"['tukar', 'stiker', 'pcs', 'tpi', 'stok', 'gunting', 'habis', 'kumpulin', 'stiker', 'klo', 'tukar', 'suruh', 'tukar', 'nambah', 'uang', 'marketing', 'payah']",tukar stiker pcs tpi stok habis kumpulin stiker klo tukar suruh tukar nambah uang marketing payah,0.0,Neutral
"kenapa sudah berhari"" aplikasi ya tidak bisa di buka? tolong di bantu",1,0.0,0.0,Negative,"['hari', 'buka', 'tolong', 'bantu']",hari tolong bantu,0.0,Neutral
belanja disuperindo komplit dan murah.,5,0.0,0.0,Positive,"['belanja', 'disuperindo', 'komplit', 'murah']",disuperindo komplit murah,0.0,Neutral
"kebutuhan rumah tangga lengkap disini, ada banyak promo dan discount",5,0.0,0.0,Positive,"['butuh', 'rumah', 'tangga', 'lengkap', 'promo', 'discount']",butuh rumah tangga lengkap discount,0.0,Neutral
"tolong dong aku baru pertama install malah blank layar full hitam mana lemot bgt terus aku kira hp aku yang nge hank ternyata aku coba dihp lain sama aja,tolongg banget sayang banget produk bagus' tapi buat aplikasi aja zonk bgt",1,0.175,0.275,Negative,"['tolong', 'install', 'blank', 'layar', 'full', 'hitam', 'lot', 'banget', 'hp', 'nge', 'hank', 'coba', 'dihp', 'tolongg', 'banget', 'sayang', 'banget', 'produk', 'bagus', 'zonk', 'banget']",tolong install blank layar full hitam lot hp nge hank coba sayang produk zonk,0.175,Positive
"Suruh bikin member, setelah poin terkumpul mau di tukarkan, brg ny selalu kosong",1,0.0,0.0,Negative,"['suruh', 'bikin', 'member', 'poin', 'kumpul', 'tukar', 'barang', 'ny', 'kosong']",suruh bikin member poin kumpul tukar ny kosong,0.0,Neutral
sangat mudah aplikasi ini sangat membantu. cuma sangat disayangkan pelayanan kasir superindo pakelan magelang tidak ramah lelet dan buruk pelayanannya,5,0.0,0.0,Positive,"['mudah', 'bantu', 'sayang', 'layan', 'kasir', 'pakelan', 'magelang', 'ramah', 'lelet', 'buruk', 'layan']",mudah bantu sayang kasir pakelan ramah lelet buruk,0.0,Neutral
"Untuk Superindo Pasar Rebo sangat buruk, karena pesanan dinproses sangat lama, padahal sudah dibayarkan sejak 2 jam daru i pemesanan. pelayananya sangat buruk. tidak ada fitur chat antara penjual dan pembeli sehingga komunikasi tidak dapat dilakukan. Buruk sekali layanan superindo",1,0.0,0.0,Negative,"['pasar', 'rebo', 'buruk', 'pesan', 'dinproses', 'bayar', 'jam', 'daru', 'i', 'mesan', 'pelayananya', 'buruk', 'fitur', 'chat', 'jual', 'beli', 'komunikasi', 'buruk', 'layan']",pasar buruk pesan bayar jam i mesan pelayananya buruk fitur chat jual beli buruk,0.0,Neutral
belanja jadi lebih mudah dan murah karna banyak promo nya,4,0.0,0.0,Positive,"['belanja', 'mudah', 'murah', 'karna', 'promo']",mudah murah karna,0.0,Neutral
"kenapa gak pernah bisa pake layanan belanja onlinenya sih. Pasti selalu muncul ""code 127 city not supported"" padahal superindo yg deket rumah ngelayanin yg online ini dari aplikasi. Update udah, clear chache udah, forced closed juga udah, tetep aja error gitu",1,-0.10000000000000002,0.22777777777777775,Negative,"['pake', 'layan', 'belanja', 'onlinenya', 'muncul', 'code', 'city', 'not', 'supported', 'deket', 'rumah', 'ngelayanin', 'online', 'udah', 'clear', 'chache', 'udah', 'forced', 'closed', 'udah', 'tetep', 'error', 'gitu']",pake onlinenya muncul city not supported deket rumah ngelayanin online udah clear udah closed udah tetep error gitu,-6.938893903907228e-18,Neutral
"Baru liatin komen after belanja online, salah bgt sih! Soalnya yang aku alamin sama bgt sama semua komentar2 nya. Tadinya percaya aja karna sekelas super indo ya kali pelayanan nya buruk? Apalagi kalo belanja offline tuh enak bgt, harga juga ga beda jauh sama di pasar tradisional. Tapi ternyata belanja online nya ZONK bgt. Pengiriman lama bgt, 3 jam ga nyampe2 padahal store nya deket. Dan parahnya lagi di apps ngga bisa tracking apa2! Kapok deh ga lagi2!",2,0.5208333333333333,0.6666666666666666,Negative,"['liatin', 'komen', 'after', 'belanja', 'online', 'salah', 'banget', 'alamin', 'banget', 'komentar', 'percaya', 'karna', 'kelas', 'super', 'indo', 'kali', 'layan', 'buruk', 'belanja', 'offline', 'tuh', 'enak', 'banget', 'harga', 'beda', 'pasar', 'tradisional', 'belanja', 'online', 'zonk', 'banget', 'kirim', 'banget', 'jam', 'nyampe', 'store', 'deket', 'parah', 'apps', 'ngga', 'tracking', 'kapok']",liatin komen online salah alamin komentar percaya karna kelas indo kali buruk offline tuh enak beda pasar tradisional online zonk kirim jam nyampe store deket parah apps ngga kapok,0.0,Neutral
Sangat Menganggumkan.,5,0.0,0.0,Positive,['menganggumkan'],,0.0,Neutral
untuk pembelian daging dan ikan jarang ada diskon,3,0.0,0.0,Neutral,"['beli', 'daging', 'ikan', 'jarang', 'diskon']",beli daging ikan jarang diskon,0.0,Neutral
Kok udah gak bisa yang ambil barang di toko ya,3,0.0,0.0,Neutral,"['udah', 'ambil', 'barang', 'toko']",udah ambil toko,0.0,Neutral
sangat membantu karena menyediakan layanan delivery.,5,0.0,0.0,Positive,"['bantu', 'sedia', 'layan', 'delivery']",bantu sedia delivery,0.0,Neutral
banyak untung nya jadi member superindo,5,0.0,0.0,Positive,"['untung', 'member']",untung member,0.0,Neutral
pelayanan baik,5,0.0,0.0,Positive,['layan'],,0.0,Neutral
Selalu loading dan tidak muncul gambar saat diakses padahal akses wifi atau data seluler semua baik. Aplikasi sudah update. Mohon diperbaiki,3,0.0,0.0,Neutral,"['loading', 'muncul', 'gambar', 'akses', 'akses', 'wifi', 'data', 'seluler', 'mohon', 'baik']",loading muncul gambar akses akses wifi data seluler mohon baik,0.0,Neutral
its good,5,0.7,0.6000000000000001,Positive,"['its', 'good']",its good,0.7,Positive
apa banget aplikasinya cuman blank doang putih buat apa dibikin aplikasi aku tanya ? aku nunggu ampe 10 menit putih aja terus layarnya gaada apa apanya benerin gaa kesel bangettt ya tuhan 😭,1,0.0,0.0,Negative,"['banget', 'aplikasi', 'cuman', 'blank', 'doang', 'putih', 'bikin', 'nunggu', 'ampe', 'menit', 'putih', 'layar', 'gaada', 'apa', 'benerin', 'gaa', 'kesel', 'bangettt', 'tuhan']",aplikasi cuman blank doang putih bikin nunggu ampe menit putih layar gaada apa benerin gaa kesel bangettt tuhan,0.0,Neutral
harga lebih murah dan banyak promonya,5,0.0,0.0,Positive,"['harga', 'murah', 'promonya']",murah promonya,0.0,Neutral
good application,5,0.7,0.6000000000000001,Positive,"['good', 'application']",good application,0.7,Positive
saya suka belanja di super indo karena buahnya segar dan bagus terimakasih Superindo dan iklan nya dan pelayanan nya ramah sopan dan baik terimakasih ya,5,0.3333333333333333,0.6666666666666666,Positive,"['suka', 'belanja', 'super', 'indo', 'buah', 'segar', 'bagus', 'terimakasih', 'iklan', 'layan', 'ramah', 'sopan', 'terimakasih']",suka indo buah segar terimakasih iklan ramah sopan terimakasih,0.0,Neutral
"min notifikasi masuk tapi aplikasinya yg baru ngga bisa dibuka, udah seminggu an ini min",4,0.0,0.0,Positive,"['min', 'notifikasi', 'masuk', 'aplikasi', 'ngga', 'buka', 'udah', 'minggu', 'an', 'min']",min notifikasi masuk aplikasi ngga udah minggu an min,0.0,Neutral
"ada 2 superindo baru buka dan bs berbelanja online semua, giliran mau di pake aplikasi nya semua eror, udh uninstall mah jg eror, udh ganti semua toko masih jg eror, bingung sendiri pakai aplikasi ini, hadehh kmren2 belanja online di basilika bs trs skrg gak bs sm sekali!",1,0.0,0.0,Negative,"['buka', 'belanja', 'online', 'gilir', 'pake', 'eror', 'uninstall', 'mah', 'eror', 'ganti', 'toko', 'eror', 'bingung', 'pakai', 'hadehh', 'kmren', 'belanja', 'online', 'basilika', 'trs', 'skrg', 'sm']",online gilir pake eror uninstall mah eror ganti toko eror bingung pakai kmren online trs skrg sm,0.0,Neutral
ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
lengkap dan nyaman tempat nya,5,0.0,0.0,Positive,"['lengkap', 'nyaman']",lengkap nyaman,0.0,Neutral
