content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sentiment_polarity,sentiment_subjective,wordCount,uppercaseCharCount,specialCharCount,sentiment_rating,tokens,final_tokens,clean_text,polarity_clean,sentiment_clean
"superindo cabang citra raya,cikupa kabupaten tangerang,spv nya yg kecil,tua pake kacamata itu bener"" tidak sopan terhadap customer,mentang"" saya pake promo shopepay slalu ga boleh nuker lebih dri 2 kadang malah cuma boleh 1 padahal harusnya maks 1hari itu 3 voucher tpi kenyataan nya slalu di persulit dan parah nya kondisi toko sepi pun haru antri 1voucher 1kasirr padahal sya jg sama"" belanja pake duit",1,1,21.00.000,2026-03-08 13:50:43,,,0.0,0.0,64,0,7,Negative,"['cabang', 'citra', 'raya', 'cikupa', 'kabupaten', 'tangerang', 'spv', 'tua', 'pake', 'kacamata', 'bener', 'sopan', 'customer', 'mentang', 'pake', 'promo', 'shopepay', 'slalu', 'nuker', 'dri', 'kadang', 'maks', 'voucher', 'tpi', 'nyata', 'slalu', 'sulit', 'parah', 'kondisi', 'toko', 'sepi', 'haru', 'antri', 'voucher', 'kasirr', 'sya', 'belanja', 'pake', 'duit']","['cabang', 'citra', 'raya', 'tua', 'pake', 'bener', 'sopan', 'customer', 'mentang', 'pake', 'shopepay', 'slalu', 'nuker', 'dri', 'kadang', 'maks', 'voucher', 'tpi', 'nyata', 'slalu', 'sulit', 'parah', 'kondisi', 'toko', 'sepi', 'haru', 'antri', 'voucher', 'sya', 'pake', 'duit']",cabang citra raya tua pake bener sopan customer mentang pake shopepay slalu nuker dri kadang maks voucher tpi nyata slalu sulit parah kondisi toko sepi haru antri voucher sya pake duit,0.0,Neutral
harga promo brosur sama di aplikasi beda.. bikin kesel ihhh..,3,0,20.03.000,2026-03-07 08:02:40,,,0.0,0.0,10,0,4,Neutral,"['harga', 'promo', 'brosur', 'beda', 'bikin', 'kesel', 'ihhh']","['brosur', 'beda', 'bikin', 'kesel']",brosur beda bikin kesel,0.0,Neutral
tidak bisa di buka min,1,0,21.00.000,2026-03-06 15:58:38,,,0.0,0.0,5,0,0,Negative,"['buka', 'min']",['min'],min,0.0,Neutral
"kalo ga bisa optimalin online ga usah ada online beli online sampai ga ada barangnya terus lama bgt, ga praktis!",2,0,,2026-03-06 13:55:52,,,0.0,0.0,20,0,2,Negative,"['optimalin', 'online', 'online', 'beli', 'online', 'barang', 'banget', 'praktis']","['online', 'online', 'beli', 'online', 'praktis']",online online beli online praktis,0.0,Neutral
"pelayanan buruk, customer service jelek, saya pesan dari jam 7, sampai jam 9 tidak ada konfirmasi sudah diproses apa belum. tidak usah pakai aplikasi ini",1,0,20.03.000,2026-03-06 09:12:10,,,0.0,0.0,25,0,4,Negative,"['layan', 'buruk', 'customer', 'service', 'jelek', 'pesan', 'jam', 'jam', 'konfirmasi', 'proses', 'pakai']","['buruk', 'customer', 'service', 'jelek', 'pesan', 'jam', 'jam', 'konfirmasi', 'proses', 'pakai']",buruk customer service jelek pesan jam jam konfirmasi proses pakai,0.0,Neutral
Good..,3,0,20.03.000,2026-03-06 08:52:30,,,0.7,0.6000000000000001,1,1,2,Neutral,['good'],['good'],good,0.7,Positive
puas belanja dsini dng harga yg murah,5,0,20.02.000,2026-03-05 22:02:23,,,0.0,0.0,7,0,0,Positive,"['puas', 'belanja', 'dsini', 'dng', 'harga', 'murah']","['puas', 'dng', 'murah']",puas dng murah,0.0,Neutral
"bintang 1 dulu lah, tiap belanja lewat apk pasti ada aja barang yg main dicancel apalagi yg promoan sama petugasnya, pas dicek padahal stocknya ada kalo stock abis harus nya sinkron sih yah sama apk, masa di apk stock banyak, tapi pas beli dicancel mulu, apa karna harga nya promo ? atau kalau mau dibeli sama anak toko, harusnya transaksi kan dulu dong jangan malah di keep doang",1,1,20.03.000,2026-03-05 19:41:37,,,0.16666666666666666,0.3333333333333333,68,0,7,Negative,"['bintang', 'belanja', 'apk', 'barang', 'main', 'dicancel', 'promoan', 'tugas', 'pas', 'cek', 'stocknya', 'stock', 'abis', 'sinkron', 'yah', 'apk', 'apk', 'stock', 'pas', 'beli', 'dicancel', 'mulu', 'karna', 'harga', 'promo', 'beli', 'anak', 'toko', 'transaksi', 'keep', 'doang']","['bintang', 'apk', 'main', 'dicancel', 'promoan', 'tugas', 'pas', 'cek', 'stocknya', 'stock', 'abis', 'sinkron', 'yah', 'apk', 'apk', 'stock', 'pas', 'beli', 'dicancel', 'mulu', 'karna', 'beli', 'anak', 'toko', 'transaksi', 'keep', 'doang']",bintang apk main dicancel promoan tugas pas cek stocknya stock abis sinkron yah apk apk stock pas beli dicancel mulu karna beli anak toko transaksi keep doang,0.16666666666666666,Positive
notifikasinya sangat mengganggu,1,0,,2026-03-05 14:09:02,,,0.0,0.0,3,0,0,Negative,"['notifikasi', 'ganggu']","['notifikasi', 'ganggu']",notifikasi ganggu,0.0,Neutral
"dengan menjadi member, tentunya bisa mendapatkan berbagai promo",4,0,20.02.000,2026-03-04 02:50:45,,,0.0,0.0,8,0,1,Positive,"['member', 'promo']",['member'],member,0.0,Neutral
mantul,5,0,20.02.000,2026-03-03 23:56:29,,,0.0,0.0,1,0,0,Positive,['mantul'],['mantul'],mantul,0.0,Neutral
mayan Promonya 😁,5,0,20.01.000,2026-03-03 07:14:33,,,0.0,0.0,3,1,0,Positive,"['mayan', 'promonya']","['mayan', 'promonya']",mayan promonya,0.0,Neutral
"mohon sediakan fitur chat sebagai penghubung antara customer dan cabang, sehingga ketika terjadi overload atau kendala lain, pihak cabang dapat memberikan konfirmasi ke customer. tambah kan juga fitur cancel order, agar ketika customer ingin membatalkan pesanan dapat mudah dilakukan. pengalaman menggunakan aplikasi ini cukup mengecewakan karena cabang sedang overload namun tidak ada konfirmasi apapun. rating akan diperbaiki jika fitur tersebut telah tersedia",1,2,20.03.000,2026-03-02 21:10:05,,,0.0,0.0,62,0,6,Negative,"['mohon', 'sedia', 'fitur', 'chat', 'hubung', 'customer', 'cabang', 'overload', 'kendala', 'cabang', 'konfirmasi', 'customer', 'fitur', 'cancel', 'order', 'customer', 'batal', 'pesan', 'mudah', 'alam', 'kecewa', 'cabang', 'overload', 'konfirmasi', 'apa', 'rating', 'baik', 'fitur', 'sedia']","['mohon', 'sedia', 'fitur', 'chat', 'hubung', 'customer', 'cabang', 'overload', 'kendala', 'cabang', 'konfirmasi', 'customer', 'fitur', 'cancel', 'order', 'customer', 'batal', 'pesan', 'mudah', 'alam', 'kecewa', 'cabang', 'overload', 'konfirmasi', 'apa', 'rating', 'baik', 'fitur', 'sedia']",mohon sedia fitur chat hubung customer cabang overload kendala cabang konfirmasi customer fitur cancel order customer batal pesan mudah alam kecewa cabang overload konfirmasi apa rating baik fitur sedia,0.0,Neutral
untuk ongkir nya kemahalan blm bisa kaya a**a dan i*n******ma*t gk bisa di semua outlet juga,5,0,3.0.7,2026-03-02 20:38:33,,,0.0,0.0,16,0,10,Positive,"['ongkir', 'mahal', 'kaya', 'a', 'a', 'i', 'n', 'ma', 't', 'outlet']","['ongkir', 'mahal', 'kaya', 'a', 'a', 'i', 'n', 'ma', 't', 'outlet']",ongkir mahal kaya a a i n ma t outlet,0.0,Neutral
"gimana sih, waktu pesan antar ada brang nya tiba-tiba di refund. sekarang waktu pengembalian dana dipersulit, kecewa",1,0,20.03.000,2026-03-02 19:17:57,,,0.0,0.0,17,0,4,Negative,"['gimana', 'pesan', 'brang', 'refund', 'kembali', 'dana', 'sulit', 'kecewa']","['gimana', 'pesan', 'refund', 'kembali', 'dana', 'sulit', 'kecewa']",gimana pesan refund kembali dana sulit kecewa,0.0,Neutral
"suka belanja di superindo krn lengkap daging,ikan rresh,ap lagi buah²nya super lengkap.security sm pegawai nya jg ramah² ...pertahankan/tingkatkan",5,0,20.02.000,2026-03-02 14:22:09,,,0.3333333333333333,0.6666666666666666,18,0,7,Positive,"['suka', 'belanja', 'lengkap', 'daging', 'ikan', 'rresh', 'ap', 'buah', 'super', 'lengkap', 'security', 'sm', 'pegawai', 'ramah', 'tahan', 'tingkat']","['suka', 'lengkap', 'daging', 'ikan', 'ap', 'buah', 'lengkap', 'security', 'sm', 'pegawai', 'ramah', 'tahan', 'tingkat']",suka lengkap daging ikan ap buah lengkap security sm pegawai ramah tahan tingkat,0.0,Neutral
dari minggu lalu aplikasinya tidak bisa di buka,1,0,20.03.000,2026-03-02 12:04:00,,,0.0,0.0,8,0,0,Negative,"['minggu', 'aplikasi', 'buka']","['minggu', 'aplikasi']",minggu aplikasi,0.0,Neutral
"Pengiriman & proses ordernya lelet banget, gak kaya alfagift atau klik indomaret.. payah layanan customer handlingnya juga PARAH BANGET. Boro2 solusi, feedback pun gak ada!!!",1,0,20.03.000,2026-03-02 00:55:11,,,0.0,0.0,25,13,9,Negative,"['kirim', 'proses', 'order', 'lelet', 'banget', 'kaya', 'alfagift', 'klik', 'indomaret', 'payah', 'layan', 'customer', 'handlingnya', 'parah', 'banget', 'boro', 'solusi', 'feedback']","['kirim', 'proses', 'order', 'lelet', 'kaya', 'alfagift', 'klik', 'indomaret', 'payah', 'customer', 'parah', 'boro', 'solusi', 'feedback']",kirim proses order lelet kaya alfagift klik indomaret payah customer parah boro solusi feedback,0.0,Neutral
"mau kasih saran ya.. bagaimana kalau ditambahkan fitur chat ke toko. jadi misal sudah checkout order, kita bisa chat ke tokonya di aplikasi. maaf seperti aplikasi alfagift.. bisa chat ke tokonya langsung. semoga saran saya bisa menjadi masukan untuk superindo. terima kasih",4,0,,2026-03-01 13:37:16,,,0.0,0.0,42,0,9,Positive,"['kasih', 'saran', 'fitur', 'chat', 'toko', 'checkout', 'order', 'chat', 'toko', 'maaf', 'alfagift', 'chat', 'toko', 'langsung', 'moga', 'saran', 'masuk', 'terima', 'kasih']","['kasih', 'saran', 'fitur', 'chat', 'toko', 'checkout', 'order', 'chat', 'toko', 'maaf', 'alfagift', 'chat', 'toko', 'langsung', 'moga', 'saran', 'masuk', 'terima', 'kasih']",kasih saran fitur chat toko checkout order chat toko maaf alfagift chat toko langsung moga saran masuk terima kasih,0.0,Neutral
"saya suka belanja d superindo ubertos,belanja lbh hemat dan lengkap dan pelayanannya baik , securitynya cepat tanggap dlm membantu custamer..sukses slalu buat superindo",5,0,,2026-03-01 12:13:23,,,0.0,0.0,23,0,4,Positive,"['suka', 'belanja', 'd', 'ubertos', 'belanja', 'lbh', 'hemat', 'lengkap', 'layan', 'securitynya', 'cepat', 'tanggap', 'dlm', 'bantu', 'custamer', 'sukses', 'slalu']","['suka', 'd', 'lbh', 'hemat', 'lengkap', 'cepat', 'tanggap', 'dlm', 'bantu', 'custamer', 'sukses', 'slalu']",suka d lbh hemat lengkap cepat tanggap dlm bantu custamer sukses slalu,0.0,Neutral
apk lemot,1,0,20.03.000,2026-03-01 10:33:22,,,0.0,0.0,2,0,0,Negative,"['apk', 'lot']","['apk', 'lot']",apk lot,0.0,Neutral
Maaf sekali ini harus segera di evaluasi ... niat nya pakai aplikasi agar tidak antri ... ini malah antri sampe 1jammm lebihhh .. sampe toko jam 5sorean.. sampe hampir jam stgh 7 juga belum kelar,1,1,20.03.000,2026-02-28 18:10:53,,,0.0,0.0,35,1,10,Negative,"['maaf', 'evaluasi', 'niat', 'pakai', 'antri', 'antri', 'sampe', 'jammm', 'lebihhh', 'sampe', 'toko', 'jam', 'sore', 'sampe', 'jam', 'stgh', 'kelar']","['maaf', 'evaluasi', 'niat', 'pakai', 'antri', 'antri', 'sampe', 'sampe', 'toko', 'jam', 'sore', 'sampe', 'jam', 'kelar']",maaf evaluasi niat pakai antri antri sampe sampe toko jam sore sampe jam kelar,0.0,Neutral
God application,5,0,20.02.000,2026-02-28 10:52:32,,,0.0,0.0,2,1,0,Positive,"['god', 'application']","['god', 'application']",god application,0.0,Neutral
tolong app-nya di benerin sering eror akhir akhir ini kalau buka app muncul sambungan internet terputus / cari toko terdekat malah ga mau muncul,4,10,20.03.000,2026-02-28 08:17:08,,,0.0,0.0,24,0,2,Positive,"['tolong', 'benerin', 'eror', 'buka', 'muncul', 'sambung', 'internet', 'putus', 'cari', 'toko', 'dekat', 'muncul']","['tolong', 'benerin', 'eror', 'muncul', 'sambung', 'internet', 'putus', 'cari', 'toko', 'dekat', 'muncul']",tolong benerin eror muncul sambung internet putus cari toko dekat muncul,0.0,Neutral
"ini aplikasi gmn si , saya tiap belanja selalu ditanya member dan memberikan no hp ,tp kenapa sticker tidak pernah masuk di aplikasi member ???",1,0,20.03.000,2026-02-27 13:57:32,,,0.0,0.0,25,0,5,Negative,"['gmn', 'si', 'belanja', 'member', 'no', 'hp', 'sticker', 'masuk', 'member']","['gmn', 'si', 'member', 'no', 'hp', 'sticker', 'masuk', 'member']",gmn si member no hp sticker masuk member,0.0,Neutral
ok,5,0,20.03.000,2026-02-27 08:21:44,,,0.5,0.5,1,0,0,Positive,['ok'],[],,0.0,Neutral
belanja online lewat app superindo sangat tidak direkomendasi. 1. jika beli 1 kg yg diambilkan hanya 900 gr lebih sedikit bahkan tidak sampai 950gr. 2. di kasih note tidak akan dibaca!!! contoh: pilihkan yang besar isi sedikit tidak apa². yang datang kecil² banyak. terlalu kecil sampai tidak ada air dan dagingnya sedikit. 3. pesan pagi dikirim sore. 4. pembayaran sering gagal di app . sangat disayangkan berharap mendapat kemudahan dan praktis tapi dapatnya zonk . sangat mengecewakan.,2,6,20.03.000,2026-02-26 10:06:20,,,0.0,0.0,77,0,17,Negative,"['belanja', 'online', 'rekomendasi', 'beli', 'kg', 'ambil', 'gr', 'gr', 'kasih', 'note', 'baca', 'contoh', 'pilih', 'isi', 'air', 'daging', 'pesan', 'pagi', 'kirim', 'sore', 'bayar', 'gagal', 'sayang', 'harap', 'mudah', 'praktis', 'dapat', 'zonk', 'kecewa']","['online', 'rekomendasi', 'beli', 'kg', 'ambil', 'gr', 'gr', 'kasih', 'note', 'baca', 'contoh', 'pilih', 'isi', 'air', 'daging', 'pesan', 'pagi', 'kirim', 'sore', 'bayar', 'gagal', 'sayang', 'harap', 'mudah', 'praktis', 'dapat', 'zonk', 'kecewa']",online rekomendasi beli kg ambil gr gr kasih note baca contoh pilih isi air daging pesan pagi kirim sore bayar gagal sayang harap mudah praktis dapat zonk kecewa,0.0,Neutral
"sdh di-update,, dibuka msh jg g bisa g tau tiba² gt,,knp yaa??? jd g bisa update harga",5,7,20.03.000,2026-02-25 20:39:58,,,0.0,0.0,17,0,8,Positive,"['buka', 'g', 'g', 'tau', 'gt', 'knp', 'yaa', 'g', 'harga']","['g', 'g', 'tau', 'gt', 'knp', 'yaa', 'g']",g g tau gt knp yaa g,0.0,Neutral
"Tolong bisa update dan improve lebih bagus lagi, sekelas Indomaret/Alfamart aja di aplikasinya sudah ada self service atau pickup service. Ini tolong sekelas retail besar kayak Superindo bisa ikut kasih pilihan customer untuk pickup barangnya. jadi kami gak buang waktu untuk keliling store dulu dan datang bisa tinggal ambil barangnya aja, pelayannya tolong lebih ditingkatkan ya.",1,3,20.03.000,2026-02-25 18:48:35,,,0.0,0.0,56,5,6,Negative,"['tolong', 'improve', 'bagus', 'kelas', 'indomaret', 'alfamart', 'aplikasi', 'self', 'service', 'pickup', 'service', 'tolong', 'kelas', 'retail', 'kayak', 'kasih', 'pilih', 'customer', 'pickup', 'barang', 'buang', 'keliling', 'store', 'tinggal', 'ambil', 'barang', 'layan', 'tolong', 'tingkat']","['tolong', 'improve', 'kelas', 'indomaret', 'alfamart', 'aplikasi', 'service', 'pickup', 'service', 'tolong', 'kelas', 'retail', 'kayak', 'kasih', 'pilih', 'customer', 'pickup', 'buang', 'keliling', 'store', 'tinggal', 'ambil', 'tolong', 'tingkat']",tolong improve kelas indomaret alfamart aplikasi service pickup service tolong kelas retail kayak kasih pilih customer pickup buang keliling store tinggal ambil tolong tingkat,0.0,Neutral
senang bersama My Super Indo terimah kasih,3,0,20.01.000,2026-02-25 08:07:39,,,0.3333333333333333,0.6666666666666666,7,3,0,Neutral,"['senang', 'my', 'super', 'indo', 'terimah', 'kasih']","['senang', 'my', 'indo', 'kasih']",senang my indo kasih,0.0,Neutral
banyak promo,5,0,20.03.000,2026-02-24 08:55:04,,,0.0,0.0,2,0,0,Positive,['promo'],[],,0.0,Neutral
"abis diupdate, launch appnya makin lama 😩",3,0,20.03.000,2026-02-24 05:43:14,,,0.0,0.0,7,0,1,Neutral,"['abis', 'diupdate', 'launch', 'appnya']","['abis', 'diupdate', 'launch', 'appnya']",abis diupdate launch appnya,0.0,Neutral
"tempat belanja favorit, murah Deket rumah",5,0,20.01.000,2026-02-23 21:04:48,,,0.0,0.0,6,1,1,Positive,"['belanja', 'favorit', 'murah', 'deket', 'rumah']","['favorit', 'murah', 'deket', 'rumah']",favorit murah deket rumah,0.0,Neutral
di Adain sistem pembayaran cod nya ya admin kadang saldo kosong adanya uang cash terimakasih,5,2,20.03.000,2026-02-23 13:49:02,,,0.0,0.0,15,1,0,Positive,"['adain', 'sistem', 'bayar', 'cod', 'admin', 'kadang', 'saldo', 'kosong', 'uang', 'cash', 'terimakasih']","['adain', 'sistem', 'bayar', 'cod', 'admin', 'kadang', 'saldo', 'kosong', 'uang', 'cash', 'terimakasih']",adain sistem bayar cod admin kadang saldo kosong uang cash terimakasih,0.0,Neutral
"ini kenapa dah superindo, diupdate malah ga bisa dibuka, ga jelas bangettt",1,0,,2026-02-23 07:28:59,,,0.0,0.0,12,0,2,Negative,"['dah', 'diupdate', 'buka', 'bangettt']","['dah', 'diupdate', 'bangettt']",dah diupdate bangettt,0.0,Neutral
bagus,5,0,,2026-02-23 03:36:45,,,0.0,0.0,1,0,0,Positive,['bagus'],[],,0.0,Neutral
selalu nunggu promo setiap bulan yg 50% ..jgn bnyak update apl kurangin iklannya menggagngu,4,0,19.00.000,2026-02-22 10:11:26,,,0.0,0.0,14,0,3,Positive,"['nunggu', 'promo', 'jgn', 'bnyak', 'apl', 'rangin', 'iklan', 'menggagngu']","['nunggu', 'jgn', 'bnyak', 'apl', 'iklan']",nunggu jgn bnyak apl iklan,0.0,Neutral
aplikasi apa Aan ini gak bisa dipake,1,0,20.03.000,2026-02-21 19:49:32,,,0.0,0.0,7,1,0,Negative,"['aan', 'dipake']",['dipake'],dipake,0.0,Neutral
🌟🌟🌟🌟🌟,5,0,20.01.000,2026-02-21 15:43:26,,,0.0,0.0,1,0,0,Positive,[],[],,0.0,Neutral
aneh apknya. gak banget tiap cari produk yang mau di beli ga ada semua,1,1,20.03.000,2026-02-21 14:39:46,,,0.0,0.0,14,0,1,Negative,"['aneh', 'apknya', 'banget', 'cari', 'produk', 'beli']","['aneh', 'apknya', 'cari', 'produk', 'beli']",aneh apknya cari produk beli,0.0,Neutral
ini aplikasinya kenapa ya? klik menu ga muncul produknya. padahal mau beli lewat online tapi ga muncul produknya,1,0,20.03.000,2026-02-21 12:47:23,,,0.0,0.0,18,0,2,Negative,"['aplikasi', 'klik', 'menu', 'muncul', 'produk', 'beli', 'online', 'muncul', 'produk']","['aplikasi', 'klik', 'menu', 'muncul', 'produk', 'beli', 'online', 'muncul', 'produk']",aplikasi klik menu muncul produk beli online muncul produk,0.0,Neutral
"sedih dehhh, knp stiap udh pilih product step berikutnya tggl pilih pengiriman,, sllu muncul tulisan muat data.. udh sebulan ini bgitu truus 🥹 tolong dibantu biar memudahkan yg ingin DO",3,1,20.03.000,2026-02-20 12:17:08,,,0.0,0.0,30,2,5,Neutral,"['sedih', 'dehhh', 'knp', 'stiap', 'pilih', 'product', 'step', 'tggl', 'pilih', 'kirim', 'sllu', 'muncul', 'tulis', 'muat', 'data', 'bulan', 'bgitu', 'truus', 'tolong', 'bantu', 'biar', 'mudah', 'do']","['sedih', 'dehhh', 'knp', 'stiap', 'pilih', 'product', 'pilih', 'kirim', 'sllu', 'muncul', 'tulis', 'muat', 'data', 'bulan', 'tolong', 'bantu', 'biar', 'mudah', 'do']",sedih dehhh knp stiap pilih product pilih kirim sllu muncul tulis muat data bulan tolong bantu biar mudah do,0.0,Neutral
kok ga bisa dibuka ya?,5,0,20.03.000,2026-02-19 20:49:16,,,0.0,0.0,5,0,1,Positive,['buka'],[],,0.0,Neutral
ngapain aplikasinya dibikin sih kalo gabisa pesen cepet scr online? nunggunya harus ber jam jam loh.,1,0,20.03.000,2026-02-19 16:21:47,,,0.0,0.0,16,0,2,Negative,"['ngapain', 'aplikasi', 'bikin', 'gabisa', 'sen', 'cepet', 'scr', 'online', 'nunggunya', 'ber', 'jam', 'jam', 'loh']","['ngapain', 'aplikasi', 'bikin', 'gabisa', 'sen', 'cepet', 'scr', 'online', 'ber', 'jam', 'jam', 'loh']",ngapain aplikasi bikin gabisa sen cepet scr online ber jam jam loh,0.0,Neutral
seru,5,0,,2026-02-19 13:44:39,,,0.0,0.0,1,0,0,Positive,['seru'],['seru'],seru,0.0,Neutral
"apa di kota malang tidak bisa belanja online ya? karena setiap mau ke halaman pembayaran selalu gagal, dan notifnya city not supported",2,1,20.03.000,2026-02-19 10:01:00,,,0.0,0.0,22,0,2,Negative,"['kota', 'malang', 'belanja', 'online', 'halaman', 'bayar', 'gagal', 'notifnya', 'city', 'not', 'supported']","['kota', 'malang', 'online', 'halaman', 'bayar', 'gagal', 'notifnya', 'city', 'not', 'supported']",kota malang online halaman bayar gagal notifnya city not supported,0.0,Neutral
"kejadian berawal saat sy hendak mengambil belanjaan di SUPERINDO UJUNG ASPAL Bekasi,sy minta tolong sama security yg bernama pak sudra untuk mengangkat belanjaan berdua bersama sy karena berat tapi dijawabtdk mau,,,lalu saya jawab sy batalkan dan dijawab oleh security tsb batalkan saja dengan sombongnya,,,akhirnya sy minta tlg security yg lain langsung dibantu untuk mengangkat belanjaan tsb...sy mohon dengan sangat kepada management Superindo untuk membina security yg sombong layak seorang owner",1,0,,2026-02-19 07:57:14,,,0.0,0.0,70,21,10,Negative,"['jadi', 'ambil', 'belanja', 'ujung', 'aspal', 'bekas', 'tolong', 'security', 'nama', 'sudra', 'angkat', 'belanja', 'dua', 'berat', 'dijawabtdk', 'batal', 'security', 'tsb', 'batal', 'sombong', 'tlg', 'security', 'langsung', 'bantu', 'angkat', 'belanja', 'tsb', 'mohon', 'management', 'bina', 'security', 'sombong', 'layak', 'owner']","['jadi', 'ambil', 'ujung', 'bekas', 'tolong', 'security', 'nama', 'angkat', 'dua', 'berat', 'batal', 'security', 'tsb', 'batal', 'sombong', 'tlg', 'security', 'langsung', 'bantu', 'angkat', 'tsb', 'mohon', 'security', 'sombong', 'layak']",jadi ambil ujung bekas tolong security nama angkat dua berat batal security tsb batal sombong tlg security langsung bantu angkat tsb mohon security sombong layak,0.0,Neutral
ribet masuk akunnya susah,2,0,20.03.000,2026-02-18 05:18:41,,,0.0,0.0,4,0,0,Negative,"['ribet', 'masuk', 'akun', 'susah']","['ribet', 'masuk', 'akun', 'susah']",ribet masuk akun susah,0.0,Neutral
sekelas supeindo.aplikasinya jelek banget.muter2 lama kalo d buka.udah bisa masuk Mlah keluar sendiri.payah,1,0,20.03.000,2026-02-17 15:46:03,,,0.0,0.0,13,1,4,Negative,"['kelas', 'supeindo', 'aplikasi', 'jelek', 'banget', 'muter', 'd', 'buka', 'udah', 'masuk', 'mlah', 'payah']","['kelas', 'aplikasi', 'jelek', 'muter', 'd', 'udah', 'masuk', 'mlah', 'payah']",kelas aplikasi jelek muter d udah masuk mlah payah,0.0,Neutral
"giliran udh bikin akun trus pesen dan mau bayar malah tulisannya, kota gak support. pdhl deket jg. buang2 waktu aja. aneh gjls",1,0,,2026-02-17 10:28:03,,,0.0,0.0,22,0,4,Negative,"['gilir', 'bikin', 'akun', 'trus', 'sen', 'bayar', 'tulis', 'kota', 'support', 'pdhl', 'deket', 'buang', 'aneh', 'gjls']","['gilir', 'bikin', 'akun', 'trus', 'sen', 'bayar', 'tulis', 'kota', 'support', 'pdhl', 'deket', 'buang', 'aneh']",gilir bikin akun trus sen bayar tulis kota support pdhl deket buang aneh,0.0,Neutral
"kenapa appl my super indo punya saya ada ""mencari toko terdekat"", ya??? 😔🥲🥲🥲🥲",4,0,20.03.000,2026-02-17 09:54:33,,,0.3333333333333333,0.6666666666666666,13,0,6,Positive,"['appl', 'my', 'super', 'indo', 'cari', 'toko', 'dekat']","['my', 'indo', 'cari', 'toko', 'dekat']",my indo cari toko dekat,0.0,Neutral
