content,score,sentiment_rating,emoticon_happy_emoticon,emoticon_sad_emoticon,emoticon_wink_emoticon,emoticon_love_emoticon,emoticon_emoji_smile,emoticon_emoji_sad,emoticon_emoji_angry,caps_count,url_count,email_count,hashtag_count,mention_count,complaint_technical_issues,complaint_quality_issues,complaint_missing_features,complaint_performance_issues,complaint_security_concerns,complaint_payment_issues,complaint_customer_service,complaint_total,is_complaint,review_type
Aplikasi error layar full item doang udah di refresh di uninstall install berkali kali kaga jelas sakjiw,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,complaint
digital stickernya ilang semua jadi 0 setelah update aplikasi😞,2,Negative,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"udah bayar kok sistem masih sebut menunggu, mana transfer balik lama!!!!",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,informational
"aplikasi nya gabisa di buka, cuman layar putih aja. apaan lah nyesel download.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Aplikasi aneh, pesen online katanya city not supported. pdhl di semarang kota. dan cabang yg online ada 8. uninstall",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
tiap mau co ga bisa alasan kota tidak di temukan padahal gw di kota bogor,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"super indo bagus, kondusif, dg segala macam bahan dan makanan yang dibutuhkan.",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"update terus aplikasinya k,lama di buka,sudah di update malah tidak bisa di buka,tolong di perbaiki sistem nya, terimakasih",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
bagus sekali,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Bikin susah aja di update model apa ini.... Sumpah gw delete,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Pokoknya OK,4,Positive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,other
ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"saya ga suka dengan ketidakjujuran pegawainya dah ditulis ikan harga diskon malah tetap dihargain normal, sekarang juga harga lbh mahal dari lotte grosir, padahal saya pelanggan setia belasan tahun, stiap bulan 6-8jt belanja, kecewa banget",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,mixed
pertama kali beli online kecewa karena telat ngajuin refund. ga ngeh kalau ada barang yg ga ada. Terus punya sticker ga bisa di tuker karena barangnya habis dimana2. apa gunanya diperpanjang?,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,mixed
mau mesen tapi aplikasi error mulu,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,complaint
sangat bermanfaat,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
selalu puas belanja di my superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
untuk layanan pengambilan dalam bentuk karton smoga lebih cepat ya supaya gk nunggu lama,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
sangat bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
memuaskan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Kurang bijak mengadakan promo. ada perpanjangan waktu untuk tukar poin tp sejak 28/1, uda muter ke 4 superindo di DIY, pada bilang pisau kosong. Kalaupun ada, yg ada hanya yg 60 poin. Lebih baik daripada perpanjang masa penukaran tp BOHONG (barang gak ada) mending nukar online (spt thn lalu promo panci).",1,Negative,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,True,informational
Belum pernah beli online tapi seneng karena suka dpt promo. Apalagi daging yg fresh,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"sdh lama apliasi tdk bs digunakan buat belanja online, munculnya kota tidak mendukung. padahal dulu bisa skrg tidak bs dgn alasan yg aneh, superindo cibubur jaraknya hanya 2km dr rmh. sdh install ulang berkali2 msh sama tdk bs dipake belanja online skrg",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"mau tukar stiker 25 pcs tpi stok gunting habis semua, jadi utk apa kumpulin stiker ini klo gak bisa di tukar,, disuruh tukar yg lain + nambah uang 😭 marketing nya payah",2,Negative,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,True,mixed
"kenapa sudah berhari"" aplikasi ya tidak bisa di buka? tolong di bantu",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
belanja disuperindo komplit dan murah.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"kebutuhan rumah tangga lengkap disini, ada banyak promo dan discount",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"tolong dong aku baru pertama install malah blank layar full hitam mana lemot bgt terus aku kira hp aku yang nge hank ternyata aku coba dihp lain sama aja,tolongg banget sayang banget produk bagus' tapi buat aplikasi aja zonk bgt",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Suruh bikin member, setelah poin terkumpul mau di tukarkan, brg ny selalu kosong",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
sangat mudah aplikasi ini sangat membantu. cuma sangat disayangkan pelayanan kasir superindo pakelan magelang tidak ramah lelet dan buruk pelayanannya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,True,complaint
"Untuk Superindo Pasar Rebo sangat buruk, karena pesanan dinproses sangat lama, padahal sudah dibayarkan sejak 2 jam daru i pemesanan. pelayananya sangat buruk. tidak ada fitur chat antara penjual dan pembeli sehingga komunikasi tidak dapat dilakukan. Buruk sekali layanan superindo",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,True,mixed
belanja jadi lebih mudah dan murah karna banyak promo nya,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"kenapa gak pernah bisa pake layanan belanja onlinenya sih. Pasti selalu muncul ""code 127 city not supported"" padahal superindo yg deket rumah ngelayanin yg online ini dari aplikasi. Update udah, clear chache udah, forced closed juga udah, tetep aja error gitu",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
"Baru liatin komen after belanja online, salah bgt sih! Soalnya yang aku alamin sama bgt sama semua komentar2 nya. Tadinya percaya aja karna sekelas super indo ya kali pelayanan nya buruk? Apalagi kalo belanja offline tuh enak bgt, harga juga ga beda jauh sama di pasar tradisional. Tapi ternyata belanja online nya ZONK bgt. Pengiriman lama bgt, 3 jam ga nyampe2 padahal store nya deket. Dan parahnya lagi di apps ngga bisa tracking apa2! Kapok deh ga lagi2!",2,Negative,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,True,mixed
Sangat Menganggumkan.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
untuk pembelian daging dan ikan jarang ada diskon,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Kok udah gak bisa yang ambil barang di toko ya,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
sangat membantu karena menyediakan layanan delivery.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
banyak untung nya jadi member superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
pelayanan baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Selalu loading dan tidak muncul gambar saat diakses padahal akses wifi atau data seluler semua baik. Aplikasi sudah update. Mohon diperbaiki,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
its good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
apa banget aplikasinya cuman blank doang putih buat apa dibikin aplikasi aku tanya ? aku nunggu ampe 10 menit putih aja terus layarnya gaada apa apanya benerin gaa kesel bangettt ya tuhan 😭,1,Negative,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
harga lebih murah dan banyak promonya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
good application,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
saya suka belanja di super indo karena buahnya segar dan bagus terimakasih Superindo dan iklan nya dan pelayanan nya ramah sopan dan baik terimakasih ya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"min notifikasi masuk tapi aplikasinya yg baru ngga bisa dibuka, udah seminggu an ini min",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"ada 2 superindo baru buka dan bs berbelanja online semua, giliran mau di pake aplikasi nya semua eror, udh uninstall mah jg eror, udh ganti semua toko masih jg eror, bingung sendiri pakai aplikasi ini, hadehh kmren2 belanja online di basilika bs trs skrg gak bs sm sekali!",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
lengkap dan nyaman tempat nya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
belanja segar berkualitas,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
joss jiss,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
good & exelent,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
mudah untuk cek produk & promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
sangat memudahkan sekali bagi saya untuk belanja lebih dekat dan sangat lengkap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
belanja dengan segala kemudahan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Saran ajah kalo abis belanja scan member dapat poin,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Awesome application.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
habis diperbarui malah gak bisa di buka aplikasinya,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
bagus dan satset aplikasinya juga engga error.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
sangat membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
bagus. bisa digunakan untuk mengecek promo yang berlaku pada rentang waktu tertentu.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"yang disuka pelayanan nya, is the best, pokoknya",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Baik, cuma untuk pilihan metode pembayaran blm lgkp.. tks",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,other
"belanja di superindo mudah, luas dan banyak promonya, ak juga senang jadi membernya",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
oke sekali aplikasinya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"memudahkan belanjaa yg dibutuhkan, cepat dan CSnya juga oke pelayanannya khususnya yg di kota cimahi.",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
penataan item rapi dan memudahkan memilihnya.,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
👍👍👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
so far so ghood,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"awalnya saya suka menjadi member tapi setelah kejadian dibasura penukaran point, bertele-tele dan membuat customer menunggu berjam parahnya saat sdh menunggu hadiah tdk ada, dan dijanjikan besok kembali tapi ternyata zonk pdhal batas point sdh hbs hati itu. managernya tdk Beretitud 😡",2,Negative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Superindo istirahat the best,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
harga menurut ku agak murah..ada pelayanan belanja online juga jd memudah kan sekali..terima kasih superindooo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"Superindo Ujung berung sama yg diantapani bandung trmpatnya sangat nyaman, productnya lengkap dan fresh...",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
aplikasi ini sangat membantu customer dpt info update produk anda promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
superindo murce..klw bisa sll adakan NPWP nya susu milo dong pasti sy borong trs,5,Positive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
aplikasi yang mudah dijangkau,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
banyak promonya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"suasananya menyenangkan, barangnya lengkap dan fresh",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"saya belanja bayar pake VA sudah berhasil tapi di aplikasi blm masuk pembayaran alhasil pesanan kadaluwarsa. tp uang saya ga balik, sudah hub CS tp ga ada respon, mana lumayan nominalnya. coba tlg di perbaiki lagi pelayanan online nya",5,Positive,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,5,True,informational
good tempat belanja yang rekomended sekali banyak promo nya juga harga murah murah,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
menyenangkan belanja di aplikasi ini,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"harga terjangkau, aplikasi ux nya bagus, superindo terus ikutin update perkembangan jaman makannya sampe skrng masih bertahan. good job",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
refund gagal terus,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
oky suka guys,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
mudah digunakan. info jelas,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"terima kasih buat Superindo cibinong kami selalu berburu promo promo,, promonya mantep sehingga bisa untuk di jual lagi di toko kami,,maju terus Superindo",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"pengalaman coba beli buah lewat aplikasi karena badan sedang sakit, dari 3 jenis buah yg saya beli jeruk medan, nanas, dan melon yg masuk katergori layak hanya melon saja, jeruk semuanya hambar dan nanas teksturnya sudah lembek, jangan jadikan belanja online ini sebagai ajang menghabiskan barang yang jelek semoga dapat ditingkatkan pelayanannya untung buat diri sendiri coba kalau buat hampers ke orang lain, jadi malu sendiri kita",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,mixed
aplikasi lemotnya......,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
tolong untuk kolom pencarian di aplikasi my Superindo diperbaiki karena sangat susah mencari sesuatu dengan kata kunci yang bersangkutan dengan produk,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
gak bisa daftar😭,4,Positive,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
"diperbaiki lagi aplikasi nya, lemot banget butuh waktu lama untuk masuk ke aplikasi dan suka eror",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"udh sering belanja online disini, br kemaren bikin kecewa bgt, krn pesanan tdk lengkap dn tdk ada refund juga, ga sampe 100rb sebenernya, tp bikin kecewa. livechat juga eror trs.",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,True,mixed
bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
antara stok di aplikasi dan stok real di supermarket ga sesuai. jadi menyusahkan kena prank. udah bayar di aplikasi pas mau diambil kena prank jadinya refund . mengecewakan,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,True,complaint
"Kenapa mau belanja online ga bisa, padahal tokonya bisa online, tapi notifnya city not supported",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
super indo nya lengkap dan nyaman pelayanan ramah dan tertib 👍👍👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Pertama kali download superindo mau belanja malah gk muncul gambarnya, tampilannya putih semua, apk busuk",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"ada barang Yang kurang saat belanja online shopping, udah dua kali, total rugi 30rb an. sudah kirim keluhan ke email-nya, tp belum ada respon sampai sekarang 🤦🏻‍♀️ ga jelas CS nya ga ada yg aktif.",1,Negative,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,True,informational
"aplikasi gak bisa gak bisa dipakai, gak bisa login, gak bisa daftar jadi apa guna aplikasi ini???? *saat buka aplikasi cuma loading doang (guest mode)",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,True,mixed
"Belanja di online biar sat set malah lama banget nunggu 1 jam setengah ngga ada proses lebih lanjutnya, mana ngga nyediain nomor contact tiap cabangnya jadi susah mau menghubungi yang bersangkutan, mau di cancel jg ga bisa",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
bravo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
belanja di cabang yang baru buka di kertapati harga tidak sesuai dengan yang tertera tidak merekomendasikan toko ini masih mending toko miring parah belanjanya tidak di kasih penjelasan yang jelass beli sabun pencuci muka harga di label 32000 pass di struk 43000 beli buah ada merek 16.000 pass di struk 30.000,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,informational
Superindo solusi cerdas terima kasih telah hadir di kota Salatiga,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
bagus pelayanannya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
padahal saya sudah bayar dari sejam lalu waktu pembelian online harus diklik dulu detail pembayaran baru bisa diproses... aplikasi tidak bisa otomatis mendeteksi beda dengan astro tolong oerbaiki lagi,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,True,mixed
mau daftar lodingnya lama banget udah di ulang² masih aja ga bisa daftar,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
mantap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"loading mulu, gak muncul2 gambarnya, bagaimana mau blanja...",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"APLKSI APAAN INI ,LOODING TERUS ..",1,Negative,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,False,other
semoga super indo makin banyak promo harga murah murah dan makin laris manis,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
untuk superindo siliwangi cirebon padahal saya dah sering pesan tp terakhir kecewa beli jambu kristal ada isi 5 tp isinya busuk ampir setengahnya ygbusuk smoga untuk bahan2 segar kaya sayuran dan buah2an bisa dipilihkan yg bagus dan tidak asal ambil terimakasih,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,mixed
buah2an ya segar mantap,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"belanja D superindo sangat baik. harga bersahabat, barang makanan kebutuhan rmh tangga khusus buat sembako kebutuhan dapur lengkap. terimakasih Seperindo",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
masa saya dan suami belanja minta pake kerdus .. eeh yg naliin rafiah aku smaa suamiki... pelayanan di super indo tdak bkin nyaman.. baru aja pertama belanja sdah kecewa ... tlg untuk pelayanan di tingkatkan..,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,mixed
gak mau utk belanja aneh ada aplikasi gak bs berjalan... pdhl di bandung ok ok ajah,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"pengemasan lama, order pagi sore dikirim ,harusnya d berikan jam kirim misal 8 - 11 , jam 12 - 3,jadi ada estimasinya ,lagian kurir sdh dtg juga barang belom siap, harus nunggu lama bikin kurir gak mau ngambil kalo kerjanya kaya gitu, d perbaikin lagi deh untuk proses penyiapan barangnya",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Saya sangat kecewa dengan pelayanan aplikasi ini. Pesanan saya baru diproses hampir tengah malam dan ternyata barangnya tidak tersedia. Jika ingin mengadakan promo, mohon pastikan stok benar-benar ada agar tidak mengecewakan pelanggan",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,True,mixed
"Sering belanja, tiba2 pas mau cO ada keterangan TOKO ANDA TIDAK MELAYANI BELANJA ONLINE...muke gileee, jd selama ini aq belanja di toko ghaib?",1,Negative,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"bagus bgt pelayanan di crb, komplek langsung grecep",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Aplikasi apaan ini mau checkout aja banyak kendala,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"lemot, aplikasi ga kebuka...",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
kenapa keluar terus saat di klik mana mau belanja kalo gtu,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
bertahun tahun belanja ku superindo baru kali ini saya kecewa sma kasir nya gak sopan banget harus nya customer di layani dengan ramah kalau gak niat kerja jngn jdi kasir mba jutek amat udh mah saya beli susu kemasan kecil tapi di scan ke kasir nya harga yg susu kemasan yg besar karna s kasir gak mau ambil prodak nya ke layout gak jujur banget tuh kasir nya males ngambil produk yg baru malah saya yg ngambilin prodak nya tpi msih ajh d scan susu kemasan yg besar gak jujur tuh kasir superindo,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,mixed
Parah banget udah daftar tapi gk bisa di buka hahhaha ngapain juga gk ada kerjaaan masih banyak yg lain hahhaa,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"lamaa bangettt pengiriman aja nunggu nya 3,5 jam",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
update malah gak bisa dibuka,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
cukup membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sering error,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,complaint
bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
aplikasinya bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
SUPERINDO CIBINONG GAK BANGET... TRANSAKSI BERHASIL STRUK AMA BARANG GAK BOLEH DI BAWA😭,1,Negative,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,1,0,1,True,other
"mau belanja online tapi pas edir belanjaan lemot, pas pengeditan profile gagal terus .. tolong diperbaiki aplikasinya karna yg harusnya mempermudah belanja malah lbh gMpang pakai grab jastip",3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
mantapp,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
oke sangat bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
superindo semakin bagus dan nyaman buat belanja,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
bisa liat harga sebelum belanja,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
ini saya ga bisa checkout enapaaa,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"aplikasinya cacat, masak mau daftar member tapi kolom kota tempat tinggal tidak bisa di klik !",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,True,mixed
"baik, sangat membantu kalo ada promo.",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
lemot bgt udah 3 jam belum nyampe2 hadeuh.,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
memuaskan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
